Name,Level,Price,Rarity,Traits,Category,Subcategory,Bulk
Healing Potion (Moderate),6,50 gp,Common,Consumable Healing Magical Necromancy Potion,Consumables,Potions,L
Iron Cube,6,50 gp,Common,Consumable Evocation Magical Talisman,Consumables,Talismans,—
Oil of Unlife (Moderate),6,50 gp,Common,Consumable Magical Necromancy Negative Oil,Consumables,Oils,L
Potion of Retaliation (Moderate),6,50 gp,Common,Consumable Evocation Magical Potion,Consumables,Potions,L
Potion of Swimming (Moderate),6,50 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Terrifying Ammunition,6,50 gp,Common,Consumable Emotion Enchantment Fear Magical Mental,Consumables,Ammunition,—
Vaccine (Moderate),6,50 gp,Rare,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Mistform Elixir (Moderate),6,56 gp,Common,Alchemical Consumable Elixir Illusion Visual,Alchemical Items,Alchemical Elixirs,L
Bi-Resonant Wayfinder,6,200 gp,Uncommon,Evocation Illusion Invested Magical,Worn Items,Other Worn Items,—
Choker of Elocution,6,200 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,L
Pathfinder's Pouch,6,200 gp,Uncommon,Abjuration Extradimensional Invested Magical,Worn Items,Other Worn Items,L
Ready,6,200 gp,Common,Evocation Magical,Runes,Armor Property Runes,—
Traveler's Any-Tool,6,200 gp,Common,Magical Transmutation,Held Items,—,1
Bellflower Toolbelt,6,220 gp,Rare,Invested Magical Transmutation,Worn Items,Other Worn Items,1
Ghoul Hide,6,220 gp,Uncommon,Invested Magical Necromancy,Armor,Specific Magic Armor,2
Ring of the Ram,6,220 gp,Common,Evocation Force Invested Magical,Worn Items,Other Worn Items,—
Insistent Door Knocker,6,225 gp,Common,Conjuration Magical,Held Items,—,1
Shifting,6,225 gp,Common,Magical Transmutation,Runes,Weapon Property Runes,—
Verdant Staff,6,225 gp,Common,Divination Magical Staff,Staves,—,1
Aeon Stone (Gold Nodule),6,230 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Clandestine Cloak,6,230 gp,Uncommon,Illusion Invested Magical,Worn Items,Other Worn Items,L
Horn of Fog,6,230 gp,Common,Conjuration Magical Water,Held Items,—,1
Primeval Mistletoe,6,230 gp,Common,Primal Transmutation,Held Items,—,—
Ringmaster's Staff,6,230 gp,Uncommon,Illusion Magical Staff,Staves,—,1
Staff of Abjuration,6,230 gp,Common,Abjuration Magical Staff,Staves,—,1
Staff of Conjuration,6,230 gp,Common,Conjuration Magical Staff,Staves,—,1
Staff of Divination,6,230 gp,Common,Divination Magical Staff,Staves,—,1
Staff of Enchantment,6,230 gp,Common,Enchantment Magical Staff,Staves,—,1
Staff of Evocation,6,230 gp,Common,Evocation Magical Staff,Staves,—,1
Staff of Illusion,6,230 gp,Common,Illusion Magical Staff,Staves,—,1
Staff of Impossible Visions,6,230 gp,Uncommon,Illusion Magical Staff,Staves,—,1
Staff of Necromancy,6,230 gp,Common,Magical Necromancy Staff,Staves,—,1
Staff of Providence,6,230 gp,Common,Divination Magical Staff,Staves,—,1
Staff of Transmutation,6,230 gp,Common,Magical Staff Transmutation,Staves,—,1
Vaultbreaker's Harness,6,230 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,1
Acrobat's Staff,6,235 gp,Uncommon,Fortune Magical Transmutation,Weapons,Specific Magic Weapons,2
Chime of Opening,6,235 gp,Uncommon,Evocation Magical,Held Items,—,L
Bloodletting Kukri,6,240 gp,Uncommon,Magical Necromancy,Weapons,Specific Magic Weapons,L
Lion's Shield,6,245 gp,Common,Conjuration Magical,Shields,Specific Shields,1
Ring of Energy Resistance,6,245 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Clockwork Recorder,6,250 gp,Rare,—,Adventuring Gear,—,L
Gluttonous Spear,6,250 gp,Uncommon,Magical Necromancy,Weapons,Specific Magic Weapons,1
Spellguard Shield,6,250 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Twining Staff,6,250 gp,Common,Magical Transmutation,Weapons,Specific Magic Weapons,—
Wand of Hopeless Night (2nd-Level Spell),6,250 gp,Common,Darkness Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Noisome Acid (2nd-Level Spell),6,250 gp,Uncommon,Acid Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (2nd-Level Spell),6,250 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of Widening (2nd-Level Spell),6,250 gp,Common,Magical Wand,Wands,Specialty Wands,L
Martyr's Shield,7,—,Rare,Abjuration Divine Intelligent,Intelligent Items,—,1
Smokestick (Greater),7,53 gp,Common,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Comprehension Elixir (Greater),7,54 gp,Common,Alchemical Consumable Elixir Mental,Alchemical Items,Alchemical Elixirs,L
Feather Token (Anchor),7,55 gp,Common,Conjuration Consumable Magical,Consumables,Other Consumables,—
Giant Wasp Venom,7,55 gp,Common,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
Grim Trophy,7,55 gp,Common,Consumable Enchantment Magical Talisman,Consumables,Talismans,—
Isolation Draught,7,55 gp,Uncommon,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Leaper's Elixir (Greater),7,55 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Malyass Root Paste,7,55 gp,Common,Alchemical Consumable Contact Poison,Alchemical Items,Alchemical Poisons,L
Ration Tonic (Greater),7,55 gp,Common,Conjuration Consumable Magical Potion,Consumables,Potions,L
Skinitch Salve,7,55 gp,Common,Alchemical Consumable Healing,Alchemical Items,Alchemical Tools,L
Sovereign Glue,7,55 gp,Common,Alchemical Consumable,Alchemical Items,Alchemical Tools,L
Starshot Arrow (Lesser),7,55 gp,Rare,Conjuration Consumable Magical,Consumables,Ammunition,—
Addlebrain,7,58 gp,Rare,Alchemical Consumable Inhaled Poison,Alchemical Items,Alchemical Poisons,L
Candle of Revealing,7,60 gp,Common,Consumable Divination Magical,Consumables,Other Consumables,—
Invisible Net,7,60 gp,Uncommon,Abjuration Consumable Magical,Consumables,Other Consumables,—
Serum of Sex Shift,7,60 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Putrescent Glob,7,65 gp,Uncommon,Conjuration Consumable Magical Talisman,Consumables,Talismans,—
Murderer's Knot,7,66 gp,Common,Consumable Evocation Magical Talisman,Consumables,Talismans,—
4th-Level Scroll,7,70 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Corrosive Ammunition,7,70 gp,Common,Consumable Evocation Magical,Consumables,Ammunition,—
Dragon's Breath Potion (Young),7,70 gp,Common,Consumable Evocation Magical Potion,Consumables,Potions,L
Knockout Dram,7,70 gp,Uncommon,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Saints' Balm,7,70 gp,Uncommon,Consumable Healing Magical Necromancy Oil,Consumables,Oils,—
Spellstrike Ammunition (Type III),7,70 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Swift Block Cabochon,7,70 gp,Uncommon,Abjuration Consumable Magical Talisman,Consumables,Talismans,—
Necklace of Fireballs II,7,115 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Cold Iron Object (Standard-Grade),7,250 gp,Common,Precious,Materials,—,—
Silver Object (Standard-Grade),7,250 gp,Common,Precious,Materials,—,—
Bag of Holding (Type II),7,300 gp,Common,Conjuration Extradimensional Magical,Held Items,—,1
Cold Iron Buckler (Standard-Grade),7,300 gp,Common,—,Shields,Precious Material Shields,L
Rope of Climbing (Greater),7,300 gp,Common,Magical Transmutation,Held Items,—,L
Silver Buckler (Standard-Grade),7,300 gp,Common,—,Shields,Precious Material Shields,L
Unmemorable Mantle,7,300 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,1
Bottled Air,7,320 gp,Common,Air Conjuration Magical,Held Items,—,L
Decanter of Endless Water,7,320 gp,Common,Conjuration Magical Water,Held Items,—,L
Spellguard Blade,7,320 gp,Common,Abjuration Magical,Weapons,Specific Magic Weapons,L
Aeon Stone (Clear Spindle),7,325 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Ethersight Ring,7,325 gp,Uncommon,Divination Invested Magical Revelation,Worn Items,Other Worn Items,—
Ring of Sustenance,7,325 gp,Uncommon,Conjuration Invested Magical,Worn Items,Other Worn Items,—
Slippers of Spider Climbing,7,325 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Boots of Bounding,7,340 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Cold Iron Shield (Standard-Grade),7,340 gp,Common,—,Shields,Precious Material Shields,1
Gloves of Storing,7,340 gp,Uncommon,Extradimensional Invested Magical Transmutation,Worn Items,Other Worn Items,—
Hat of Disguise (Greater),7,340 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,—
Horseshoes of Speed,7,340 gp,Common,Companion Invested Primal Transmutation,Worn Items,Companion Items,1
Silver Shield (Standard-Grade),7,340 gp,Common,—,Shields,Precious Material Shields,1
Wondrous Figurine (Jade Serpent),7,340 gp,Common,Conjuration Magical,Held Items,—,L
Wounding,7,340 gp,Common,Magical Necromancy,Runes,Weapon Property Runes,—
Aeon Stone (Tourmaline Sphere),7,350 gp,Uncommon,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Wondrous Figurine (Rubber Bear),7,350 gp,Common,Conjuration Magical,Held Items,—,L
Cloak of Elvenkind,7,360 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,L
Dragon's Eye Charm,7,360 gp,Uncommon,Divination Magical,Held Items,—,L
Magic Wand (3rd-Level Spell),7,360 gp,Common,Magical Wand,Wands,Magic Wands,L
Moonlit Chain,7,360 gp,Common,Divination Invested Magical,Armor,Specific Magic Armor,2
Ring of Wizardry (Type I),7,360 gp,Uncommon,Arcane Divination Invested,Worn Items,Other Worn Items,—
Slime Whip,7,360 gp,Uncommon,Magical Transmutation,Weapons,Specific Magic Weapons,1
Spined Shield,7,360 gp,Common,Evocation Magical,Shields,Specific Shields,1
Sturdy Shield (Lesser),7,360 gp,Common,Abjuration Magical,Shields,Specific Shields,1
Wand of Continuation (2nd-Level Spell),7,360 gp,Common,Magical Wand,Wands,Specialty Wands,L
Wand of the Spider (2nd-Level Spell),7,360 gp,Common,Conjuration Magical Poison Wand,Wands,Specialty Wands,L
Bomb Snare,8,75 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Candle of Truth,8,75 gp,Uncommon,Consumable Enchantment Magical Mental,Consumables,Other Consumables,—
Grasping Snare,8,75 gp,Uncommon,Consumable Mechanical Snare Trap,Snares,—,—
Mnemonic Acid,8,75 gp,Uncommon,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Nettleweed Residue,8,75 gp,Common,Alchemical Consumable Contact Poison,Alchemical Items,Alchemical Poisons,L
Striking Snare,8,75 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Feather Token (Swan Boat),8,76 gp,Common,Conjuration Consumable Magical,Consumables,Other Consumables,—
Scour,8,80 gp,Uncommon,Alchemical Consumable Drug Ingested Inhaled Poison,Alchemical Items,Drugs,L
Wyvern Poison,8,80 gp,Common,Alchemical Consumable Injury Poison,Alchemical Items,Alchemical Poisons,L
Oil of Object Animation,8,85 gp,Uncommon,Consumable Magical Oil Transmutation,Consumables,Oils,—
Darkvision Elixir (Greater),8,90 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Potion of Quickness,8,90 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Shrinking Potion (Greater),8,90 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Dust of Corpse Animation,8,100 gp,Uncommon,Consumable Magical Necromancy,Consumables,Other Consumables,—
Gallows Tooth,8,100 gp,Common,Consumable Divination Magical Talisman,Consumables,Talismans,—
Hype,8,100 gp,Rare,Alchemical Consumable Drug Ingested,Alchemical Items,Drugs,L
Jade Bauble,8,100 gp,Common,Consumable Enchantment Magical Mental Talisman,Consumables,Talismans,—
Potion of Disguise (Moderate),8,100 gp,Uncommon,Consumable Magical Polymorph Potion Transmutation,Consumables,Potions,L
Potion of Flying,8,100 gp,Common,Consumable Magical Potion Transmutation,Consumables,Potions,L
Resilient,8,340 gp,Common,Abjuration Magical,Runes,Fundamental Armor Runes,—
Adamantine Object (Standard-Grade),8,350 gp,Uncommon,Precious,Materials,—,—
Darkwood Object (Standard-Grade),8,350 gp,Uncommon,Precious,Materials,—,—
Dragonhide Object (Standard-Grade),8,350 gp,Uncommon,Precious,Materials,—,—
Mithral Object (Low-Grade),8,350 gp,Uncommon,Precious,Materials,—,—
Adamantine Buckler (Standard-Grade),8,400 gp,Uncommon,—,Shields,Precious Material Shields,L
Darkwood Buckler (Standard-Grade),8,400 gp,Uncommon,—,Shields,Precious Material Shields,L
Dragonhide Buckler (Standard-Grade),8,400 gp,Uncommon,—,Shields,Precious Material Shields,L
Mithral Buckler (Standard-Grade),8,400 gp,Uncommon,—,Shields,Precious Material Shields,L
Energy-Resistant,8,420 gp,Common,Abjuration Magical,Runes,Armor Property Runes,—
Staff of Illumination,8,425 gp,Common,Evocation Magical Staff,Staves,—,1
Adamantine Shield (Standard-Grade),8,440 gp,Uncommon,—,Shields,Precious Material Shields,1
Darkwood Shield (Standard-Grade),8,440 gp,Uncommon,—,Shields,Precious Material Shields,1
Dragonhide Shield (Standard-Grade),8,440 gp,Uncommon,—,Shields,Precious Material Shields,1
Mithral Shield (Standard-Grade),8,440 gp,Uncommon,—,Shields,Precious Material Shields,L
Bracers of Armor I,8,450 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,L
Eclipse,8,450 gp,Unique,Evocation Light Magical,Weapons,Specific Magic Weapons,L
Mentalist's Staff (Greater),8,450 gp,Common,Divination Magical Staff,Staves,—,1
Slick (Greater),8,450 gp,Common,Magical Transmutation,Runes,Armor Property Runes,—
Spiritsight Crossbow,8,450 gp,Uncommon,Conjuration Magical Teleportation,Weapons,Specific Magic Weapons,2
Staff of Fire (Greater),8,450 gp,Common,Evocation Magical Staff,Staves,—,1
Animal Staff (Greater),8,460 gp,Common,Divination Magical Staff,Staves,—,1
Swarmeater's Clasp,8,460 gp,Uncommon,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Rod of Wonder,8,465 gp,Rare,Chaotic Evocation Magical,Held Items,—,L
Staff of Healing (Greater),8,470 gp,Common,Magical Necromancy Staff,Staves,—,1
Bloodbane,8,475 gp,Uncommon,Dwarf Evocation Magical,Runes,Weapon Property Runes,—
Collar of Inconspicuousness,8,475 gp,Common,Companion Invested Primal Transmutation,Worn Items,Companion Items,1
Flaying Knife,8,480 gp,Uncommon,Magical Necromancy,Weapons,Specific Magic Weapons,1
Corrosive,8,500 gp,Common,Acid Conjuration Magical,Runes,Weapon Property Runes,—
Deafening Music Box,8,500 gp,Uncommon,Auditory Evocation Magical,Held Items,—,1
Flaming,8,500 gp,Common,Conjuration Fire Magical,Runes,Weapon Property Runes,—
Frost,8,500 gp,Common,Cold Conjuration Magical,Runes,Weapon Property Runes,—
Invisibility,8,500 gp,Common,Illusion Magical,Runes,Armor Property Runes,—
Lover's Gloves,8,500 gp,Common,Emotion Enchantment Invested Magical Mental,Worn Items,Other Worn Items,—
Magic Armor (+1 Resilient),8,500 gp,Common,Abjuration Invested Magical,Armor,Basic Magic Armor,—
Moonstone Diadem,8,500 gp,Rare,Divination Invested Magical,Worn Items,Other Worn Items,L
Shock,8,500 gp,Common,Electricity Evocation Magical,Runes,Weapon Property Runes,—
Sinister Knight,8,500 gp,Uncommon,Abjuration Illusion Magical,Runes,Armor Property Runes,—
Thundering,8,500 gp,Common,Evocation Magical Sonic,Runes,Weapon Property Runes,—
Wand of Crackling Lightning (3rd-Level Spell),8,500 gp,Common,Electricity Evocation Magical Wand,Wands,Specialty Wands,L
Wand of Smoldering Fireballs (3rd-Level Spell),8,500 gp,Common,Evocation Fire Magical Wand,Wands,Specialty Wands,L
Wand of Teeming Ghosts (3rd-Level Spell),8,500 gp,Uncommon,Magical Necromancy Wand,Wands,Specialty Wands,L
Wand of Widening (3rd-Level Spell),8,500 gp,Common,Magical Wand,Wands,Specialty Wands,L
Darkwood Tower Shield (Standard-Grade),8,560 gp,Uncommon,—,Shields,Precious Material Shields,3
Cursed Dreamstone,9,—,Uncommon,Enchantment Magical,Held Items,—,L
Caustic Deteriorating Dust,9,105 gp,Uncommon,Consumable Evocation Magical,Consumables,Other Consumables,—
Cheetah's Elixir (Greater),9,110 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Javelin of Lightning,9,110 gp,Common,Consumable Electricity Evocation Magical,Consumables,Other Consumables,L
Lich Dust,9,110 gp,Common,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Spider Root,9,110 gp,Common,Alchemical Consumable Contact Poison,Alchemical Items,Alchemical Poisons,L
Explosive Ammunition,9,130 gp,Common,Consumable Evocation Fire Magical,Consumables,Ammunition,—
Feather Token (Whip),9,130 gp,Common,Conjuration Consumable Magical,Consumables,Other Consumables,—
Storm Arrow,9,130 gp,Common,Air Consumable Electricity Evocation Magical,Consumables,Ammunition,—
Dust of Disappearance,9,135 gp,Common,Consumable Illusion Magical,Consumables,Other Consumables,—
Aligned Oil,9,140 gp,Common,Consumable Divine Evocation Oil,Consumables,Oils,L
5th-Level Scroll,9,150 gp,Common,Consumable Magical Scroll,Consumables,Scrolls,L
Basilisk Eye,9,150 gp,Common,Consumable Magical Talisman Transmutation Visual,Consumables,Talismans,—
Elixir of Life (Moderate),9,150 gp,Common,Alchemical Consumable Elixir Healing,Alchemical Items,Alchemical Elixirs,L
Spellstrike Ammunition (Type IV),9,150 gp,Common,Consumable Magical Transmutation,Consumables,Ammunition,—
Lock (Good),9,200 gp,Common,—,Adventuring Gear,—,—
Manacles (Good),9,250 gp,Common,—,Adventuring Gear,—,—
Necklace of Fireballs III,9,300 gp,Common,Evocation Invested Magical,Worn Items,Other Worn Items,—
Handcuffs (Good),9,350 gp,Uncommon,—,Adventuring Gear,—,L
Standard-Grade Sovereign Steel Object,9,500 gp,Rare,Precious,Materials,—,L
Earthsight Box,9,575 gp,Uncommon,Divination Magical Scrying,Held Items,—,L
Collar of Empathy,9,600 gp,Common,Companion Divination Invested Primal,Worn Items,Companion Items,1
Dreadsmoke Thurible,9,600 gp,Uncommon,Magical Necromancy,Held Items,—,1
Heartstone,9,600 gp,Common,Abjuration Invested Occult,Worn Items,Other Worn Items,—
Immovable Rod,9,600 gp,Common,Magical Transmutation,Held Items,—,1
Shoony Shovel,9,600 gp,Rare,Earth Magical,Held Items,—,2
Sleeves of Storage (Greater),9,600 gp,Common,Conjuration Extradimensional Invested Magical,Worn Items,Other Worn Items,L
Triton's Conch,9,640 gp,Common,Magical Transmutation,Held Items,—,L
Armbands of Athleticism,9,645 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Belt of the Five Kings,9,650 gp,Uncommon,Enchantment Invested Magical,Worn Items,Other Worn Items,L
Bracers of Missile Deflection (Greater),9,650 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,L
Chain of the Stilled Spirit,9,650 gp,Uncommon,Magical Necromancy,Held Items,—,2
Coyote Cloak (Greater),9,650 gp,Common,Divination Invested Magical,Worn Items,Other Worn Items,—
Dancing Scarf (Greater),9,650 gp,Common,Illusion Invested Magical Visual,Worn Items,Other Worn Items,—
Force Shield,9,650 gp,Uncommon,Evocation Force Magical,Shields,Specific Shields,L
Gourd Home,9,650 gp,Rare,Conjuration Extradimensional Magical Structure,Structures,—,L
Hat of the Magi (Greater),9,650 gp,Common,Arcane Conjuration Invested,Worn Items,Other Worn Items,—
Inspiring Spotlight,9,650 gp,Uncommon,Enchantment Light Magical,Held Items,—,3
Pendant of the Occult (Greater),9,650 gp,Common,Divination Invested Occult,Worn Items,Other Worn Items,—
Persona Mask (Greater),9,650 gp,Common,Fortune Illusion Invested Magical,Worn Items,Other Worn Items,—
Shadow (Greater),9,650 gp,Common,Magical Transmutation,Runes,Armor Property Runes,—
Tracker's Goggles (Greater),9,660 gp,Common,Divination Invested Magical,Worn Items,Other Worn Items,—
Dragonslayer's Shield,9,670 gp,Uncommon,Abjuration Magical,Shields,Specific Shields,1
Ventriloquist's Ring (Greater),9,670 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,—
Knapsack of Halflingkind,9,675 gp,Uncommon,Conjuration Extradimensional Healing Invested Magical,Worn Items,Other Worn Items,L
Victory Plate,9,675 gp,Uncommon,Abjuration Invested Magical,Armor,Specific Magic Armor,4
Bountiful Cauldron,9,680 gp,Uncommon,Conjuration Magical,Other,Magic Pots,2
Phylactery of Faithfulness,9,680 gp,Common,Divination Divine Invested,Worn Items,Other Worn Items,L
Crimson Brand,9,700 gp,Uncommon,Evocation Magical,Weapons,Specific Magic Weapons,1
Dreamstone,9,700 gp,Uncommon,Enchantment Magical,Held Items,—,L
Eyes of the Eagle,9,700 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,—
Gloom Blade,9,700 gp,Common,Evocation Magical,Weapons,Specific Magic Weapons,L
Grievous,9,700 gp,Common,Enchantment Magical,Runes,Weapon Property Runes,—
Healer's Gloves (Greater),9,700 gp,Common,Invested Magical Necromancy,Worn Items,Other Worn Items,L
Horn of Blasting,9,700 gp,Common,Evocation Sonic,Held Items,—,L
Magic Wand (4th-Level Spell),9,700 gp,Common,Magical Wand,Wands,Magic Wands,L
Mask of the Banshee,9,700 gp,Common,Auditory Invested Magical Necromancy Negative,Worn Items,Other Worn Items,—
Messenger's Ring,9,700 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,—
Rhino Hide,9,700 gp,Common,Invested Magical Transmutation,Armor,Specific Magic Armor,2
Spangled Rider's Suit,9,700 gp,Uncommon,Divination Invested Magical,Armor,Specific Magic Armor,1
Stole of Civility,9,700 gp,Uncommon,Enchantment Invested Magical,Worn Items,Other Worn Items,L
Urn of Ashes,9,700 gp,Common,Magical Necromancy Negative,Held Items,—,—
Wand of Continuation (3rd-Level Spell),9,700 gp,Common,Magical Wand,Wands,Specialty Wands,L
Wand of Manifold Missiles (3rd-Level Spell),9,700 gp,Common,Evocation Force Magical Wand,Wands,Specialty Wands,L
Wand of Overflowing Life (3rd-Level Spell),9,700 gp,Common,Healing Magical Necromancy Positive Wand,Wands,Specialty Wands,L
Cloak of Repute (Greater),9,1300 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,1
Unmemorable Mantle (Greater),9,1300 gp,Common,Illusion Invested Magical,Worn Items,Other Worn Items,1
Sailing Ship,9,2000 gp,Common,—,Vehicles,—,L
Whip of Compliance,9,3000 gp,Uncommon,Enchantment Magical,Weapons,Specific Magic Weapons,1
Aluum Charm,10,—,Uncommon,Enchantment Invested Magical,Worn Items,Other Worn Items,—
Addiction Suppressant (Greater),10,140 gp,Rare,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Bravo's Brew (Moderate),10,150 gp,Common,Alchemical Consumable Elixir Mental,Alchemical Items,Alchemical Elixirs,L
Wolfsbane,10,155 gp,Common,Alchemical Consumable Ingested Poison,Alchemical Items,Alchemical Poisons,L
Antidote (Greater),10,160 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Antiplague (Greater),10,160 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Shadow Essence,10,160 gp,Common,Alchemical Consumable Injury Negative Poison,Alchemical Items,Alchemical Poisons,L
Vanishing Coin,10,160 gp,Common,Consumable Illusion Magical Talisman,Consumables,Talismans,—
Alchemical Atomizer,10,175 gp,Rare,Alchemical,Alchemical Items,Alchemical Tools,L
Iron Medallion,10,175 gp,Common,Abjuration Consumable Magical Talisman,Consumables,Talismans,—
Lucky Rabbit's Foot,10,175 gp,Uncommon,Consumable Divination Fortune Magical Talisman,Consumables,Talismans,—
Mummified Bat,10,175 gp,Common,Consumable Divination Magical Talisman,Consumables,Talismans,—
Honeyscent,10,180 gp,Rare,Alchemical Consumable Inhaled Poison,Alchemical Items,Alchemical Poisons,L
Mistform Elixir (Greater),10,180 gp,Common,Alchemical Consumable Elixir Illusion Visual,Alchemical Items,Alchemical Elixirs,L
Potion of Resistance (Moderate),10,180 gp,Common,Abjuration Consumable Magical Potion,Consumables,Potions,L
Snagging Hook Snare,10,180 gp,Common,Consumable Mechanical Snare Trap,Snares,—,—
Eagle Eye Elixir (Greater),10,200 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Elemental Gem,10,200 gp,Common,Conjuration Consumable Magical,Consumables,Other Consumables,—
Olefactory Obfuscator (Greater),10,225 gp,Common,Alchemical Consumable Elixir,Alchemical Items,Alchemical Elixirs,L
Miter of Communion,10,800 gp,Uncommon,Divination Invested Magical,Worn Items,Other Worn Items,L
Choker of Elocution (Greater),10,850 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,L
Golem Stylus,10,850 gp,Uncommon,Invested Magical Transmutation,Held Items,—,L
Grail of Twisted Desires,10,850 gp,Unique,Conjuration Illusion Magical,Held Items,—,L
Ring of Lies,10,850 gp,Uncommon,Enchantment Invested Magical,Worn Items,Other Worn Items,—
Winged Boots,10,850 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
Cold Iron Weapon (Standard-Grade),10,880 gp,Common,—,Weapons,Precious Material Weapons,—
Explorer's Yurt,10,880 gp,Common,Conjuration Magical Structure,Structures,—,1
Silver Weapon (Standard-Grade),10,880 gp,Common,—,Weapons,Precious Material Weapons,—
Barding of the Zephyr,10,900 gp,Common,Companion Invested Primal Transmutation,Worn Items,Companion Items,L
Clandestine Cloak (Greater),10,900 gp,Uncommon,Illusion Invested Magical,Worn Items,Other Worn Items,L
Daredevil Boots,10,900 gp,Common,Abjuration Invested Magical,Worn Items,Other Worn Items,L
Demon Mask (Greater),10,900 gp,Common,Enchantment Invested Magical,Worn Items,Other Worn Items,L
Maestro's Instrument (Moderate),10,900 gp,Common,Enchantment Magical,Held Items,—,1
Numerian Steel Breastplate,10,900 gp,Common,—,Armor,Specific Magic Armor,2
Staff of Abjuration (Greater),10,900 gp,Common,Abjuration Magical Staff,Staves,—,1
Staff of Conjuration (Greater),10,900 gp,Common,Conjuration Magical Staff,Staves,—,1
Staff of Divination (Greater),10,900 gp,Common,Divination Magical Staff,Staves,—,1
Staff of Enchantment (Greater),10,900 gp,Common,Enchantment Magical Staff,Staves,—,1
Staff of Evocation (Greater),10,900 gp,Common,Evocation Magical Staff,Staves,—,1
Staff of Illusion (Greater),10,900 gp,Common,Illusion Magical Staff,Staves,—,1
Staff of Nature's Vengeance,10,900 gp,Common,Evocation Magical Staff,Staves,—,1
Staff of Necromancy (Greater),10,900 gp,Common,Magical Necromancy Staff,Staves,—,1
Staff of Providence (Greater),10,900 gp,Common,Divination Magical Staff,Staves,—,1
Staff of Transmutation (Greater),10,900 gp,Common,Magical Staff Transmutation,Staves,—,1
Thurible of Revelation (Moderate),10,900 gp,Common,Divination Divine,Held Items,—,1
Wondrous Figurine (Golden Lions),10,900 gp,Common,Conjuration Magical,Held Items,—,L
Ring of Counterspells,10,925 gp,Uncommon,Abjuration Invested Magical,Worn Items,Other Worn Items,—
Weapon Potency (+2),10,935 gp,Common,Evocation Magical,Runes,Fundamental Weapon Runes,—
Fire-Jump Ring,10,940 gp,Uncommon,Conjuration Fire Invested Magical Teleportation,Worn Items,Other Worn Items,—
Cloak of the Bat,10,950 gp,Common,Invested Magical Transmutation,Worn Items,Other Worn Items,L
